state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
AZ,M,Bachelor,1434985.0,73222.0,180.0,0.0,Personal Auto,SUV,821.51673
California,F,College,587819.0,22061.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
AZ,F,High School or Below,266605.0,86321.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Oregon,M,Bachelor,534568.0,54668.0,68.0,1.0,Personal Auto,Four-Door Car,326.4
AZ,F,High School or Below,477712.0,0.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
California,M,High School or Below,1697374.0,69497.0,142.0,0.0,Personal Auto,SUV,92.286763
Oregon,M,High School or Below,251811.0,86617.0,63.0,0.0,Personal Auto,Four-Door Car,188.325603
Nevada,F,Master,1916098.0,22705.0,239.0,0.0,Personal Auto,Luxury SUV,1294.700423
Washington,F,High School or Below,3286440.0,90783.0,104.0,2.0,Personal Auto,SUV,285.745227
Oregon,M,Bachelor,396481.0,88410.0,99.0,0.0,Corporate Auto,Four-Door Car,475.2
California,F,Bachelor,491177.0,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
Oregon,F,College,780531.0,21073.0,106.0,1.0,Personal Auto,SUV,508.8
AZ,F,College,720066.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Oregon,M,College,538949.0,66429.0,136.0,0.0,Personal Auto,Sports Car,57.712985
California,F,Doctor,324131.0,66889.0,80.0,0.0,Personal Auto,Four-Door Car,294.319428
California,M,Bachelor,552821.0,36088.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
Washington,M,Master,299302.0,0.0,80.0,0.0,Corporate Auto,Four-Door Car,286.115778
AZ,M,Bachelor,707665.0,0.0,68.0,0.0,Corporate Auto,Two-Door Car,489.6
California,F,College,370038.0,17557.0,96.0,0.0,Personal Auto,Four-Door Car,666.724937
California,F,College,532883.0,81064.0,70.0,4.0,Personal Auto,Two-Door Car,42.238585
Nevada,F,High School or Below,483887.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,700.331425
Washington,F,Master,341720.0,42526.0,86.0,0.0,Personal Auto,Two-Door Car,287.5426
California,F,Doctor,787992.0,45703.0,98.0,0.0,Personal Auto,Two-Door Car,470.4
California,F,Bachelor,786943.0,40036.0,65.0,0.0,Personal Auto,Four-Door Car,48.828732
California,M,Bachelor,258680.0,0.0,71.0,0.0,Personal Auto,Four-Door Car,191.640085
AZ,M,High School or Below,728678.0,65870.0,61.0,1.0,Personal Auto,Four-Door Car,202.847644
California,F,Bachelor,1179799.0,91469.0,100.0,2.0,Personal Auto,SUV,418.864555
California,M,High School or Below,938675.0,42090.0,119.0,0.0,Corporate Auto,SUV,203.352239
Oregon,F,Doctor,630892.0,21368.0,79.0,0.0,Corporate Auto,Four-Door Car,4.61262
Washington,F,Bachelors,860915.0,79090.0,107.0,0.0,Personal Auto,SUV,289.040734
Oregon,F,Bachelor,1542801.0,33879.0,98.0,0.0,Corporate Auto,Two-Door Car,470.4
AZ,M,High School or Below,563079.0,72874.0,70.0,0.0,Special Auto,Four-Door Car,336.0
California,M,High School or Below,1813118.0,0.0,82.0,1.0,Personal Auto,Four-Door Car,393.6
California,F,Bachelor,808721.0,0.0,110.0,0.0,Personal Auto,Two-Door Car,550.825934
AZ,M,College,1845357.0,72215.0,66.0,0.0,Personal Auto,Four-Door Car,247.911872
California,F,Bachelor,521751.0,39854.0,66.0,0.0,Corporate Auto,Two-Door Car,261.930545
Oregon,M,College,483578.0,36655.0,61.0,0.0,Personal Auto,Four-Door Car,295.223164
Oregon,F,High School or Below,559712.0,37995.0,139.0,0.0,Personal Auto,SUV,667.2
California,F,High School or Below,892046.0,40867.0,112.0,0.0,Corporate Auto,Two-Door Car,537.6
Oregon,F,Bachelor,599541.0,28804.0,78.0,0.0,Personal Auto,Two-Door Car,76.025368
California,F,High School or Below,3849694.0,48409.0,124.0,0.0,Special Auto,SUV,345.211703
California,M,High School or Below,838263.0,19683.0,117.0,1.0,Personal Auto,Sports Car,561.6
Washington,NaN,College,244366.0,92834.0,61.0,0.0,Special Auto,Four-Door Car,292.8
Washington,F,High School or Below,247225.0,62006.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
California,F,High School or Below,540551.0,67241.0,68.0,1.0,Personal Auto,Two-Door Car,5.674809
California,M,High School or Below,935247.0,75436.0,78.0,0.0,Personal Auto,Four-Door Car,9.747443
AZ,F,College,433987.0,91761.0,109.0,2.0,Personal Auto,SUV,779.052276
California,F,College,1772376.0,25771.0,222.0,0.0,Personal Auto,Luxury SUV,1253.984948
Oregon,M,College,750745.0,60920.0,64.0,0.0,Personal Auto,Two-Door Car,231.201886
Washington,F,College,604857.0,0.0,61.0,3.0,Corporate Auto,Four-Door Car,292.8
Washington,F,High School or Below,1901447.0,29822.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
AZ,M,College,1008037.0,60944.0,130.0,2.0,Personal Auto,SUV,623.505066
California,F,High School or Below,650339.0,22081.0,84.0,0.0,Personal Auto,Two-Door Car,451.670309
Washington,F,College,248772.0,67282.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
California,F,College,462039.0,0.0,130.0,0.0,Personal Auto,SUV,936.0
Arizona,M,High School or Below,247152.0,95697.0,61.0,0.0,Personal Auto,Two-Door Car,114.273025
Oregon,F,College,649424.0,15300.0,85.0,0.0,Personal Auto,Four-Door Car,408.0
Washington,M,High School or Below,250490.0,88264.0,62.0,0.0,Personal Auto,Two-Door Car,297.6
Nevada,F,College,490489.0,12902.0,139.0,0.0,Personal Auto,Sports Car,667.2
Arizona,M,High School or Below,480247.0,29809.0,61.0,0.0,Personal Auto,Four-Door Car,365.312072
Nevada,M,High School or Below,795577.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
Oregon,M,High School or Below,694190.0,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
Oregon,M,Bachelor,838247.0,25998.0,71.0,0.0,Personal Auto,Four-Door Car,791.878042
Oregon,F,Doctor,353643.0,28248.0,90.0,0.0,Personal Auto,Four-Door Car,634.385937
California,F,College,324481.0,68103.0,82.0,0.0,Personal Auto,Two-Door Car,277.795988
California,F,High School or Below,761121.0,0.0,103.0,0.0,Special Auto,Four-Door Car,741.6
Oregon,F,Doctor,450539.0,81079.0,111.0,0.0,Special Auto,SUV,134.222332
Nevada,F,Master,244584.0,22732.0,62.0,0.0,Personal Auto,Four-Door Car,15.616535
Nevada,F,High School or Below,1647776.0,49825.0,70.0,3.0,Corporate Auto,Two-Door Car,336.0
Oregon,F,College,354640.0,0.0,103.0,0.0,Personal Auto,SUV,621.959357
Nevada,M,High School or Below,427727.0,77265.0,107.0,0.0,Personal Auto,SUV,513.6
California,M,High School or Below,478477.0,0.0,72.0,0.0,Corporate Auto,Four-Door Car,779.629297
California,M,College,757223.0,12876.0,107.0,2.0,Corporate Auto,Four-Door Car,425.964628
Arizona,M,Bachelor,1176087.0,36431.0,99.0,0.0,Personal Auto,Two-Door Car,513.252488
Oregon,M,High School or Below,393381.0,25927.0,103.0,0.0,Personal Auto,SUV,674.973614
Nevada,F,Bachelor,570076.0,26811.0,72.0,0.0,Personal Auto,Two-Door Car,465.763576
Oregon,F,High School or Below,349863.0,41711.0,90.0,0.0,Personal Auto,Four-Door Car,351.286604
Arizona,F,College,576809.0,35091.0,74.0,0.0,Corporate Auto,Two-Door Car,418.927204
Arizona,F,Bachelor,636195.0,0.0,87.0,0.0,Corporate Auto,Four-Door Car,417.6
Oregon,F,High School or Below,650339.0,22081.0,84.0,0.0,Personal Auto,Two-Door Car,451.670309
Washington,M,High School or Below,493519.0,29560.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
Oregon,M,College,578522.0,31320.0,72.0,0.0,Personal Auto,Four-Door Car,293.86579
Oregon,M,High School or Below,561968.0,0.0,153.0,0.0,Personal Auto,SUV,1027.000029
Oregon,M,Doctor,259928.0,33947.0,66.0,1.0,Personal Auto,Four-Door Car,192.213037
California,F,High School or Below,673297.0,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
California,F,College,1832186.0,21189.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
Washington,M,Bachelors,230069.0,25905.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
Oregon,M,High School or Below,400285.0,0.0,114.0,0.0,Personal Auto,SUV,820.8
Oregon,F,Bachelor,862099.0,44988.0,108.0,0.0,Corporate Auto,Two-Door Car,518.4
Oregon,F,College,1038898.0,33432.0,90.0,0.0,Corporate Auto,Two-Door Car,161.423101
Oregon,F,Bachelor,842717.0,46503.0,215.0,1.0,Personal Auto,Luxury SUV,1032.0
California,M,Bachelor,700727.0,0.0,101.0,0.0,Corporate Auto,SUV,973.787176
Oregon,F,Master,517657.0,23636.0,65.0,0.0,Personal Auto,Four-Door Car,81.452537
Oregon,M,College,538949.0,66429.0,136.0,0.0,Personal Auto,Sports Car,57.712985
Washington,F,College,470000.0,11417.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
Oregon,F,Bachelor,443494.0,58082.0,112.0,1.0,Personal Auto,SUV,103.022126
Arizona,F,Bachelor,1401052.0,36523.0,71.0,0.0,Personal Auto,Four-Door Car,101.353875
Nevada,M,Bachelor,1235005.0,54710.0,103.0,0.0,Personal Auto,Two-Door Car,294.058449
California,F,High School or Below,816157.0,73466.0,102.0,1.0,Personal Auto,SUV,204.74051
Oregon,F,Bachelor,1100913.0,51643.0,283.0,0.0,Corporate Auto,Luxury Car,1358.4
Arizona,M,College,871704.0,83846.0,74.0,3.0,Personal Auto,Four-Door Car,355.2
Oregon,M,High School or Below,591746.0,0.0,169.0,0.0,Personal Auto,SUV,1207.084251
California,M,Bachelor,250366.0,53338.0,63.0,1.0,Personal Auto,Four-Door Car,35.45384
Washington,NaN,Bachelor,501888.0,54500.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
Oregon,M,College,433038.0,60475.0,107.0,0.0,Personal Auto,Four-Door Car,513.6
California,M,College,1048774.0,30658.0,89.0,0.0,Personal Auto,Four-Door Car,441.757585
Arizona,M,Bachelor,356750.0,0.0,102.0,0.0,Corporate Auto,SUV,660.430456
Oregon,F,Bachelor,1989642.0,60420.0,248.0,0.0,Personal Auto,Luxury SUV,632.944366
Oregon,M,Bachelor,2142363.0,0.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
Washington,M,College,694832.0,40598.0,91.0,0.0,Personal Auto,Four-Door Car,302.791402
California,F,Doctor,351583.0,15144.0,90.0,0.0,Personal Auto,Four-Door Car,372.652536
California,M,Bachelor,1203662.0,44428.0,104.0,0.0,Personal Auto,SUV,499.2
California,M,College,360979.0,58297.0,97.0,5.0,Special Auto,Four-Door Car,647.039443
Oregon,F,Bachelor,1773246.0,42191.0,74.0,1.0,Special Auto,Two-Door Car,68.647736
Nevada,M,Master,850985.0,26057.0,74.0,0.0,Personal Auto,Four-Door Car,523.888845
Arizona,F,Bachelor,586642.0,26608.0,73.0,0.0,Personal Auto,Two-Door Car,234.234301
California,M,Doctor,482550.0,0.0,63.0,0.0,Personal Auto,Four-Door Car,272.843439
California,M,College,538949.0,66429.0,136.0,0.0,Personal Auto,Sports Car,57.712985
California,F,Bachelor,777800.0,25970.0,72.0,3.0,Personal Auto,Four-Door Car,430.818992
Oregon,M,High School or Below,2634608.0,48268.0,223.0,0.0,Personal Auto,Luxury SUV,1605.6
California,F,High School or Below,1486645.0,24279.0,126.0,0.0,Personal Auto,Sports Car,604.8
Arizona,M,High School or Below,832423.0,0.0,121.0,0.0,Corporate Auto,Sports Car,871.2
Oregon,F,High School or Below,923830.0,0.0,128.0,0.0,Personal Auto,SUV,921.6
Nevada,F,High School or Below,2269329.0,71879.0,64.0,0.0,Corporate Auto,Two-Door Car,9.163065
Arizona,M,Doctor,623601.0,57760.0,78.0,0.0,Special Auto,Four-Door Car,223.950089
California,M,College,501218.0,20976.0,129.0,1.0,Personal Auto,Sports Car,735.683769
Washington,M,College,1569553.0,97750.0,65.0,0.0,Personal Auto,Four-Door Car,303.002922
Washington,F,College,821460.0,73245.0,68.0,0.0,Personal Auto,Four-Door Car,305.121363
California,M,College,311898.0,23008.0,79.0,1.0,Personal Auto,Four-Door Car,80.663097
Washington,F,High School or Below,276403.0,33837.0,72.0,4.0,Corporate Auto,Two-Door Car,305.575785
Arizona,F,High School or Below,688368.0,84869.0,85.0,0.0,Corporate Auto,Four-Door Car,408.0
Oregon,M,College,221591.0,0.0,66.0,0.0,Corporate Auto,Two-Door Car,316.8
Washington,NaN,Bachelor,485474.0,29834.0,6464.0,0.0,Personal Auto,Four-Door Car,307.2
Arizona,F,High School or Below,2152294.0,44695.0,79.0,2.0,Personal Auto,Two-Door Car,81.166323
Oregon,F,High School or Below,276169.0,0.0,77.0,0.0,Personal Auto,Four-Door Car,554.4
Oregon,M,High School or Below,2256361.0,23046.0,65.0,3.0,Personal Auto,Two-Door Car,1.687291
Oregon,M,High School or Below,528591.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,392.951076
Oregon,F,High School or Below,3506264.0,84811.0,111.0,0.0,Personal Auto,SUV,278.284943
Oregon,M,Bachelor,591319.0,0.0,91.0,0.0,Corporate Auto,Four-Door Car,436.8
California,F,Master,259339.0,0.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
Arizona,M,High School or Below,1269267.0,40117.0,108.0,0.0,Personal Auto,Two-Door Car,750.082794
Oregon,M,Bachelor,330911.0,72140.0,87.0,2.0,Personal Auto,Four-Door Car,417.6
Washington,F,Master,518162.0,97131.0,6464.0,0.0,Personal Auto,Four-Door Car,307.2
California,M,College,241393.0,12495.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
California,M,High School or Below,216168.0,0.0,67.0,2.0,Corporate Auto,Two-Door Car,482.4
Oregon,F,Bachelor,552798.0,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
Arizona,F,Doctor,1062921.0,36495.0,133.0,1.0,Corporate Auto,SUV,229.930796
Nevada,F,Bachelor,1182010.0,86801.0,98.0,0.0,Personal Auto,Four-Door Car,371.108203
California,M,College,496463.0,52679.0,62.0,0.0,Personal Auto,Four-Door Car,117.998498
California,M,Master,912292.0,90804.0,113.0,0.0,Personal Auto,Sports Car,434.09776
Washington,F,Master,518162.0,97131.0,6464.0,0.0,Personal Auto,Four-Door Car,307.2
Oregon,F,College,346066.0,14262.0,90.0,0.0,Personal Auto,Four-Door Car,290.432527
Oregon,M,Bachelor,287298.0,36844.0,73.0,0.0,Personal Auto,Four-Door Car,283.966321
Arizona,F,College,992787.0,58703.0,127.0,2.0,Personal Auto,SUV,227.916076
Nevada,M,High School or Below,348268.0,65162.0,86.0,0.0,Personal Auto,Four-Door Car,134.430084
Oregon,F,College,399172.0,54964.0,99.0,0.0,Personal Auto,Four-Door Car,525.515271
Oregon,M,Bachelor,551010.0,61401.0,69.0,0.0,Personal Auto,Four-Door Car,144.439335
Oregon,F,High School or Below,360093.0,25147.0,101.0,0.0,Corporate Auto,SUV,694.598288
Oregon,F,Master,541945.0,73536.0,67.0,0.0,Personal Auto,Two-Door Car,172.518524
Oregon,F,High School or Below,581063.0,24860.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
California,M,Bachelor,394272.0,65404.0,99.0,0.0,Personal Auto,Four-Door Car,300.703109
Oregon,M,High School or Below,312627.0,34510.0,81.0,0.0,Personal Auto,Four-Door Car,388.8
California,M,Bachelor,353000.0,0.0,108.0,0.0,Corporate Auto,Two-Door Car,777.6
Washington,F,College,1099059.0,44552.0,137.0,0.0,Personal Auto,SUV,311.103582
Arizona,M,High School or Below,477294.0,20993.0,133.0,0.0,Personal Auto,SUV,638.4
Oregon,F,Bachelor,220233.0,0.0,61.0,1.0,Personal Auto,Two-Door Car,292.8
Washington,M,High School or Below,245917.0,21190.0,65.0,2.0,Personal Auto,Four-Door Car,312.0
Arizona,F,College,1037388.0,62587.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
Washington,F,High School or Below,258420.0,22562.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
California,M,High School or Below,430742.0,73345.0,107.0,0.0,Personal Auto,SUV,513.6
Oregon,F,High School or Below,304025.0,0.0,83.0,0.0,Personal Auto,Four-Door Car,989.105367
California,F,Master,1916098.0,22705.0,239.0,0.0,Personal Auto,Luxury SUV,1294.700423
Washington,M,Bachelors,817657.0,67137.0,111.0,5.0,Personal Auto,SUV,314.880326
Oregon,F,Bachelor,528530.0,22627.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
California,F,Master,802499.0,38702.0,101.0,3.0,Personal Auto,SUV,253.364333
California,M,Bachelor,281046.0,26790.0,71.0,0.0,Personal Auto,Two-Door Car,340.8
Arizona,F,Bachelor,773955.0,64859.0,96.0,0.0,Personal Auto,Four-Door Car,266.949266
Washington,M,Bachelor,410979.0,86657.0,103.0,0.0,Personal Auto,Sports Car,316.227946
Nevada,F,High School or Below,327516.0,69263.0,81.0,2.0,Personal Auto,Two-Door Car,494.847804
Oregon,M,Bachelor,265269.0,82655.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
California,F,High School or Below,504822.0,29401.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
Washington,M,Bachelors,336241.0,22853.0,87.0,0.0,Personal Auto,Four-Door Car,316.35678
Arizona,F,College,485842.0,26480.0,63.0,0.0,Personal Auto,Two-Door Car,378.695238
Oregon,F,High School or Below,214492.0,0.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
California,M,Bachelor,604261.0,0.0,83.0,0.0,Personal Auto,Two-Door Car,904.385726
Oregon,F,High School or Below,338720.0,73268.0,84.0,0.0,Personal Auto,Four-Door Car,93.623377
Oregon,F,Doctor,1086427.0,95579.0,67.0,0.0,Personal Auto,Four-Door Car,308.631159
Oregon,F,Master,884265.0,42142.0,112.0,0.0,Personal Auto,Sports Car,396.17554
Washington,M,College,261661.0,72302.0,66.0,0.0,Special Auto,Two-Door Car,316.8
California,M,Bachelor,3076325.0,41279.0,115.0,0.0,Personal Auto,Sports Car,251.429988
Washington,M,Master,520022.0,23401.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Nevada,M,Bachelor,859130.0,0.0,128.0,0.0,Corporate Auto,SUV,1448.994134
Arizona,F,College,264657.0,23170.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
Oregon,F,Bachelor,460724.0,17343.0,63.0,0.0,Corporate Auto,Two-Door Car,208.659743
Oregon,M,College,486062.0,25854.0,68.0,0.0,Personal Auto,Four-Door Car,396.284835
Oregon,M,College,258084.0,46900.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
Washington,F,College,529139.0,57338.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
California,M,High School or Below,840575.0,85355.0,71.0,2.0,Personal Auto,Two-Door Car,458.568921
Arizona,F,College,309651.0,21604.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
Arizona,M,High School or Below,2941228.0,0.0,107.0,0.0,Personal Auto,SUV,513.6
Washington,M,High School or Below,,51878.0,66.0,1.0,Personal Auto,Four-Door Car,316.8
California,M,College,1749752.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
Nevada,F,High School or Below,321860.0,68776.0,80.0,0.0,Personal Auto,Four-Door Car,87.861666
Oregon,F,High School or Below,2320726.0,45039.0,96.0,0.0,Personal Auto,Four-Door Car,192.144838
Washington,F,College,692197.0,16483.0,90.0,0.0,Corporate Auto,Two-Door Car,320.519977
Nevada,M,High School or Below,1391853.0,64113.0,117.0,0.0,Special Auto,Four-Door Car,561.6
Arizona,M,High School or Below,896630.0,41829.0,76.0,0.0,Personal Auto,Two-Door Car,416.365369
California,F,Master,1198198.0,21514.0,62.0,0.0,Personal Auto,Two-Door Car,257.248789
Nevada,M,Master,553262.0,27722.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Nevada,F,College,1166057.0,21506.0,151.0,0.0,Personal Auto,Sports Car,826.658992
Oregon,F,High School or Below,288645.0,10312.0,78.0,0.0,Personal Auto,Four-Door Car,486.278557
Arizona,F,Bachelor,1274184.0,73054.0,106.0,1.0,Personal Auto,SUV,419.365958
Oregon,F,Bachelor,539809.0,73775.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
California,M,High School or Below,728503.0,44788.0,61.0,0.0,Corporate Auto,Four-Door Car,386.031248
Nevada,F,High School or Below,1765196.0,22510.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
Arizona,M,Master,1702989.0,54613.0,213.0,0.0,Personal Auto,Luxury SUV,731.559007
Arizona,F,High School or Below,249125.0,25965.0,65.0,0.0,Personal Auto,Four-Door Car,329.206567
Oregon,F,College,403931.0,34911.0,105.0,1.0,Personal Auto,SUV,126.779673
Oregon,M,Bachelor,261933.0,78618.0,66.0,0.0,Special Auto,Two-Door Car,225.578841
Oregon,F,High School or Below,504968.0,61080.0,66.0,2.0,Personal Auto,Four-Door Car,294.284951
Oregon,F,Master,498345.0,60415.0,62.0,0.0,Personal Auto,Two-Door Car,72.665253
California,F,Master,253063.0,25143.0,66.0,0.0,Corporate Auto,Four-Door Car,8.737111
California,M,College,739671.0,41045.0,64.0,1.0,Personal Auto,Four-Door Car,394.582401
California,M,College,383289.0,97729.0,95.0,0.0,Personal Auto,Four-Door Car,97.176153
Arizona,F,High School or Below,496140.0,55702.0,61.0,0.0,Personal Auto,Four-Door Car,151.13336
California,F,College,386148.0,93272.0,95.0,0.0,Personal Auto,Four-Door Car,281.110788
California,M,Bachelor,2265853.0,23665.0,67.0,0.0,Personal Auto,Four-Door Car,404.817249
Oregon,M,High School or Below,1040896.0,20228.0,101.0,1.0,Personal Auto,SUV,523.815839
Nevada,F,College,483471.0,38713.0,66.0,4.0,Personal Auto,Four-Door Car,316.8
Arizona,F,Bachelor,825766.0,23815.0,73.0,0.0,Personal Auto,Four-Door Car,424.330166
Nevada,F,High School or Below,305262.0,0.0,93.0,3.0,Personal Auto,Four-Door Car,446.4
California,F,High School or Below,401231.0,47221.0,99.0,0.0,Personal Auto,Two-Door Car,475.2
Oregon,M,Bachelor,1335548.0,34495.0,113.0,0.0,Personal Auto,SUV,389.673944
Oregon,M,College,236443.0,46264.0,62.0,0.0,Corporate Auto,Four-Door Car,199.37361
Nevada,M,College,248933.0,46051.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
Nevada,F,Bachelor,475572.0,23975.0,128.0,0.0,Corporate Auto,SUV,614.4
California,F,College,1386438.0,0.0,74.0,4.0,Personal Auto,Four-Door Car,580.886785
Arizona,F,College,302042.0,78561.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
California,M,High School or Below,628530.0,0.0,90.0,0.0,Personal Auto,Two-Door Car,432.0
California,F,High School or Below,250602.0,61402.0,63.0,2.0,Special Auto,Four-Door Car,302.4
Arizona,M,Bachelor,282630.0,65090.0,71.0,0.0,Personal Auto,Four-Door Car,73.995096
Nevada,M,Master,436971.0,88495.0,108.0,0.0,Personal Auto,Two-Door Car,535.926948
Nevada,M,Bachelor,1217458.0,52797.0,104.0,1.0,Personal Auto,Sports Car,88.173438
Nevada,M,Doctor,352804.0,31278.0,92.0,4.0,Personal Auto,Two-Door Car,441.6
California,F,Bachelor,1043657.0,24177.0,92.0,1.0,Personal Auto,Four-Door Car,441.6
Oregon,F,High School or Below,274612.0,96339.0,68.0,0.0,Corporate Auto,Four-Door Car,293.205349
California,M,Bachelor,917517.0,68164.0,119.0,2.0,Personal Auto,Four-Door Car,222.582872
Washington,NaN,High School or Below,,36765.0,66.0,1.0,Personal Auto,Four-Door Car,320.849072
Washington,F,Doctor,272752.0,74592.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
Oregon,F,College,944974.0,0.0,63.0,0.0,Special Auto,Four-Door Car,117.744416
California,M,College,456881.0,0.0,70.0,1.0,Personal Auto,Two-Door Car,524.836298
Oregon,F,Master,257402.0,34990.0,65.0,0.0,Personal Auto,Four-Door Car,42.689135
Arizona,F,Master,878988.0,22849.0,109.0,0.0,Personal Auto,Sports Car,523.2
Arizona,M,Doctor,250740.0,32893.0,63.0,0.0,Personal Auto,Four-Door Car,174.086385
Oregon,M,College,252241.0,0.0,73.0,0.0,Corporate Auto,Two-Door Car,350.4
Nevada,M,College,754271.0,0.0,111.0,0.0,Personal Auto,SUV,1186.972445
Oregon,M,High School or Below,600521.0,26876.0,76.0,0.0,Corporate Auto,Four-Door Car,364.8
Nevada,M,Bachelor,2099825.0,71663.0,74.0,0.0,Corporate Auto,Four-Door Car,84.494022
California,M,College,234508.0,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
California,F,High School or Below,878316.0,16994.0,112.0,0.0,Personal Auto,SUV,806.4
Oregon,M,Bachelor,452996.0,64270.0,117.0,0.0,Personal Auto,Sports Car,46.104534
Nevada,F,High School or Below,603322.0,0.0,83.0,0.0,Corporate Auto,Four-Door Car,597.6
Oregon,F,Doctor,530824.0,0.0,145.0,0.0,Personal Auto,SUV,358.765757
California,M,College,267473.0,56342.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
California,F,High School or Below,492980.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,837.438442
California,M,High School or Below,1413112.0,28327.0,185.0,0.0,Personal Auto,Luxury Car,888.0
Oregon,M,High School or Below,247152.0,95697.0,61.0,0.0,Personal Auto,Two-Door Car,114.273025
Arizona,M,High School or Below,600521.0,26876.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
Washington,M,College,438627.0,10621.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
Nevada,F,Bachelor,1911656.0,0.0,61.0,0.0,Personal Auto,Two-Door Car,657.808231
California,M,College,663166.0,32918.0,84.0,0.0,Personal Auto,Four-Door Car,403.2
Oregon,F,High School or Below,743229.0,0.0,71.0,0.0,Personal Auto,Four-Door Car,447.333545
Nevada,M,High School or Below,292811.0,63127.0,74.0,1.0,Personal Auto,Two-Door Car,174.292234
California,M,College,4661187.0,22022.0,136.0,0.0,Personal Auto,SUV,979.2
Oregon,F,High School or Below,1651500.0,51725.0,138.0,1.0,Personal Auto,SUV,159.004261
Washington,M,College,438627.0,10621.0,67.0,0.0,Special Auto,Four-Door Car,321.6
Oregon,F,College,1021356.0,39719.0,131.0,0.0,Personal Auto,Sports Car,628.8
Nevada,M,College,1004928.0,58194.0,84.0,0.0,Personal Auto,Four-Door Car,450.996589
Oregon,M,College,574614.0,61990.0,72.0,0.0,Personal Auto,Four-Door Car,48.884434
Oregon,F,College,374675.0,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
Oregon,F,Bachelor,748606.0,97899.0,95.0,3.0,Personal Auto,Four-Door Car,3.772105
Nevada,F,College,912006.0,63878.0,113.0,0.0,Personal Auto,SUV,370.285349
Oregon,F,High School or Below,567804.0,68671.0,70.0,0.0,Special Auto,Two-Door Car,8.076879
Nevada,F,Bachelor,751708.0,0.0,102.0,0.0,Personal Auto,SUV,1178.995926
Oregon,M,College,453053.0,34640.0,117.0,2.0,Personal Auto,Sports Car,466.318191
California,F,Bachelor,269138.0,21959.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
Arizona,F,Bachelor,806862.0,51584.0,69.0,2.0,Corporate Auto,Two-Door Car,368.919773
Oregon,F,Bachelor,247857.0,65744.0,62.0,0.0,Corporate Auto,Four-Door Car,166.507217
Arizona,F,Bachelor,911204.0,25198.0,118.0,0.0,Personal Auto,SUV,566.4
Arizona,F,Master,277244.0,79663.0,69.0,0.0,Personal Auto,Two-Door Car,263.957201
Arizona,F,Bachelor,430579.0,31071.0,111.0,2.0,Personal Auto,Sports Car,215.23091
California,F,Bachelor,510335.0,39452.0,131.0,0.0,Corporate Auto,SUV,398.190882
Oregon,F,Bachelor,478496.0,25813.0,61.0,0.0,Personal Auto,Four-Door Car,205.332749
